Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal
30253.98828125,30609.917555147058,30076.02364430147,30392.405221098856,1501740,77.3831714421298,1458.6693926310218,1215.3255699086674
29166.427734375,30847.204925847458,28889.59384401483,30253.989446504238,3518000,76.38376684141346,1435.8666869493827,1259.4337933168106
30807.658203125,30827.43205306282,29028.01170872112,29502.58410722882,3748330,60.38187150671134,1341.6969994566207,1275.8864345447726
31084.490234375,31638.157999363866,30906.525595628576,31143.811780623804,3134875,64.22412883000604,1383.551480358965,1297.419443707611
30273.76171875,31143.81104312949,29898.05860140431,31143.81104312949,3543710,64.6420698443134,1400.5764253073103,1318.050840027551
31124.037109375,31163.584805829098,30273.761635611896,30550.595510790583,2650720,55.32404952249023,1350.6320357177792,1324.5670791655966
30926.298828125,31222.90655345868,30511.048012657848,31183.358856747524,1872510,59.29978131458993,1346.5868459935737,1328.9710325311921
30194.66796875,31539.289725053208,30076.024872605598,31044.943491118203,2473375,59.9557548382294,1317.030137173766,1326.582853459707
29443.26171875,30155.120296234887,29265.297074378777,30076.024898736567,2249660,57.05264553820759,1201.571629877959,1301.5806087433575
29660.771484375,29779.414570312503,28711.626796875,29285.068378906253,2546285,55.761312058314225,1034.323314832065,1248.129149961099
29581.677734375,29937.60701192764,29324.617700586983,29482.80849061038,1551640,53.86268190745938,907.2752898484978,1179.958377938579
29621.228515625,30135.348636723968,29482.811559944512,29779.41932211699,1354505,44.5876516688451,821.0581823052198,1108.1783388119072
28810.498046875,29898.059743908718,28652.307254579187,29759.642800649883,2192295,40.16621889621541,742.5747637733075,1035.0576238041874
27564.748046875,29047.786858579177,27307.687986179608,28672.083692947454,3533040,38.97851393519988,585.8656635823208,945.2192317598142
27782.259765625,28652.309181772685,26595.828743605427,27149.49655388123,4678910,31.531553810105592,334.9514040361537,823.1656662150822
29186.201171875,29443.261209296663,27782.25789057207,27782.25789057207,2877280,36.673775936552794,185.02573576265786,695.5376801245974
28711.630859375,30115.574241617167,28098.641495297434,29838.740335259557,4437835,51.58878789648075,229.5039315831309,602.3309304163041
27920.677734375,28790.727182188384,27841.582330028326,28790.727182188384,2793375,38.217847222200945,178.1339026324349,517.4915248595303
27643.83984375,27999.769112124464,27406.553664833693,27683.38754023605,1472590,34.402866934206344,47.52192671609373,423.49760523084296
27544.97265625,27960.22350031407,27248.364910489952,27268.138760207286,1353040,34.96378947379418,-88.47621267041177,321.10284165059204
26813.34375,27742.714809181416,26734.248340707964,27544.97628595133,2294240,32.771581410243996,-171.93528036207863,222.4952172480579
26833.111328125,27446.100606807297,26299.21744024042,26714.46824192843,2110215,30.755735114810662,-301.615416334731,117.67309053150014
26674.921875,27406.55427631579,26674.921875,27070.39884868421,1766825,35.8736291266551,-371.3861249899419,19.86124742721173
25864.193359375,26912.207310481175,25745.55027057053,26773.790373542623,3272250,37.62185979621683,-445.4785400446053,-73.20671006715168
26318.994140625,26318.994140625,25923.51714377113,26002.612543141902,2088635,33.76386767530293,-559.96993386533,-170.55935482678734
25350.078125,26496.961534711387,25330.304273108424,26358.544571470356,3021605,34.128467581175244,-614.8963064352502,-259.42674514847994
25607.1328125,25785.09744208494,25389.62048745174,25488.489726110038,1402575,31.632673826391866,-720.3285084326162,-351.6070978053072
26259.66796875,26773.787974162275,25429.166421545557,25547.809499717623,3334265,35.261191294012804,-789.9911518928238,-439.28390862281054
26101.482421875,26655.150230823863,25982.839319957387,26259.67322443182,1706790,45.45455547906073,-778.7805480523348,-507.1832365087154
25883.96875,26378.314982811306,25646.682558250573,26101.481092436974,1817935,40.97667271762689,-773.7416347973813,-560.4949161664487
25468.720703125,26200.353207795517,25429.173000169838,26101.483950407608,1761445,24.25078383298832,-760.9759718131099,-600.591127295781
24756.861328125,25844.423127683207,24638.21822271865,25765.327724078976,2487160,26.888313779009422,-769.1181744606147,-634.2965367287478
23965.90625,24756.860251650167,23926.35854991749,24341.60940078383,3180145,25.648522798574973,-880.3054852369278,-683.4983264303838
24420.701171875,24677.761184210525,23965.902688512146,23965.902688512146,1708515,25.79718803935978,-987.3569851404754,-744.2700581724022
23807.716796875,24578.896992122613,23787.942945714803,24203.1938200789,2908370,25.364534919753112,-1041.0481043685213,-803.6256674116261
23530.8828125,24104.324494485292,23234.27504595588,23906.58598345588,4232290,27.53177425597002,-1094.9110240143455,-861.88273873217
23451.787109375,23926.359529800804,23293.596302566402,23530.882512779302,3002835,21.766696196441345,-1154.6043459103203,-920.4270601678
22245.580078125,23787.940296875,22166.484682291666,23254.046374999998,7319330,21.835572585833404,-1210.2985282338923,-978.4013537810185
22463.091796875,22601.508735764193,21098.696256395797,22285.12716116032,10370965,21.165763024608196,-1317.4336963636852,-1046.207822297552
23926.35546875,23926.35546875,22463.09075413223,22601.507686596076,9296085,20.67908707582977,-1361.1196842213394,-1109.1901946823095
23867.03515625,24697.53679383285,23807.713610708368,24361.381369096933,6264050,42.27645258728085,-1239.4464785630662,-1135.241451458461
22838.794921875,23926.35658482143,22838.794921875,23926.35658482143,4778655,39.43303946291738,-1164.6965540315432,-1141.1324719730774
22443.31640625,23076.07951197687,22265.351782764315,22838.793347329294,3558895,28.746955995740493,-1179.6160844802216,-1148.8291944745063
22245.580078125,23115.629432291666,22166.484682291666,22324.675473958334,4228110,27.529452316051774,-1218.8745089527365,-1162.8382573701524
22403.771484375,22522.414581379635,22087.389892362644,22285.12838737037,1468330,27.400486403088763,-1238.8969793760807,-1178.0500017713382
22819.0234375,23095.8573440208,22423.546428184574,22641.058783308057,2298665,31.542079794654157,-1212.072308044626,-1184.8544630259958
22819.0234375,23194.726596349654,22463.094129116118,23135.40504495234,2290820,41.994766155392924,-1137.8080084025532,-1175.4451721013072
22542.185546875,22759.697863555375,22463.09015899123,22621.28093475877,1612470,41.23712734978452,-1107.6700045570797,-1161.8901385924617
21612.81640625,22561.961134063356,21573.268709257776,22463.0918915828,4892115,38.54165400273316,-1084.0536573581994,-1146.3228423456092
21672.13671875,22186.256750399178,21573.26748189439,21632.589024007753,2055340,36.00971737714658,-1119.4478744037187,-1140.9478487572312
21237.115234375,21593.04453997905,20920.733629393624,21296.436785309008,4005845,36.1858196797097,-1161.2367088010615,-1145.0056207659973
21197.56640625,21790.781884036845,21158.018707730876,21375.531049586054,2464425,38.09523993346435,-1174.4342678446737,-1150.8913501817326
21177.79296875,21454.62686376634,21118.471419817928,21316.209916258173,2166770,43.05949861318932,-1176.1225396361115,-1155.9375880726084
21810.552734375,22502.637363298956,20920.729640044196,21118.468105451044,6893505,39.19308198971895,-1179.8164293418122,-1160.7133563264492
21355.755859375,22146.70978009259,21355.755859375,21830.328211805554,3094685,28.231301852287828,-1112.4787398084081,-1151.066433022841
21177.79296875,21711.686909138658,21019.602171597806,21335.983765902194,2624320,27.94614633391599,-1086.4783549205858,-1138.14881740239
22522.416015625,22838.79762778479,21217.34186546587,21217.34186546587,9201055,33.46778068982158,-1063.190474431649,-1123.1571488082418
22107.1640625,22819.022654852415,22107.1640625,22700.379556127013,3866535,53.19866118635621,-914.523852292914,-1081.4304895051762
22542.185546875,22779.471710526315,21909.422443804826,22304.899383223685,4257325,50.15870715363745,-819.1735056945363,-1028.9790927430483
22641.060546875,23609.979295169214,22561.96513885098,23313.371515079147,7107700,54.88506483359306,-654.685588232187,-954.1203918408761
22937.6640625,23095.85484913793,22423.544005926724,22443.317854256464,2845540,45.23159911017634,-587.7584738389087,-880.8480082404826
22522.416015625,23254.048493744514,22482.868314105028,23135.40538918459,2540100,53.45747078980596,-473.41533614234504,-799.3614738208552
22878.34375,23333.1422860847,22423.5452139153,22502.640611495248,4418670,50.25000598157089,-428.91217250752015,-725.2716135581882
22443.31640625,23095.853359030836,22443.31640625,22819.019500275328,2698035,58.02137505697803,-363.918931551827,-653.0010771569159
21889.65234375,22542.189405487803,21751.23539126016,22443.32015370935,3036040,57.71275576858864,-338.8213951268226,-590.1651407508973
21869.87890625,22206.03436864263,21810.557354063065,22047.843562810805,1378905,54.33673895018041,-346.8448607900027,-541.5010847587184
21593.0390625,22067.61134958791,21553.491371909342,21869.872896634617,1842010,53.517549531311204,-363.3754940297367,-505.8759666129221
21177.79296875,21652.365360206582,21158.01911910598,21513.948412698413,2132890,52.46307193229614,-400.57864991298993,-484.81650327293573
21335.982421875,21909.424025428638,21217.339331484593,21276.660876679794,2170840,46.33508603977837,-444.09034300918574,-476.67127122018576
20980.0546875,21850.104080761073,20980.0546875,21355.75783459001,2211885,50.138505444568715,-466.81011340215264,-474.69903965657915
20110.00390625,20742.767057675763,20110.00390625,20703.21936071165,3490820,46.649475464282425,-531.3450811316434,-486.02824795159205
20683.447265625,20742.768816100022,19576.111656757887,20129.779461191443,3258340,30.994195572978853,-621.5959443443171,-513.1417872301371
20604.349609375,21138.243505203336,20604.349609375,20683.44500134957,1784470,38.28573902363899,-641.0545440072237,-538.7243385855545
20624.126953125,20802.0916152325,20386.840736981663,20703.22235850611,1311015,28.000016838551588,-647.4167398217178,-560.4628188327872
19991.361328125,20624.124495780787,19971.587479135756,20584.5767978023,1965305,32.06109385981668,-654.4880007601969,-579.2678552182692
19852.9453125,20268.19616066982,19674.98066328436,19793.623762761454,1995370,18.35205765802688,-715.6655783561619,-606.5473998458478
20940.505859375,21474.399776469545,19754.074932498228,19833.170327623346,6809445,21.518972235630642,-752.2862840807611,-635.6951766928305
20742.767578125,21158.018406667063,20465.93369243029,20861.410671994163,2475435,31.868157763104065,-690.3797863473083,-646.632098623726
21158.017578125,21276.66066734813,20545.02828380549,20861.409855067173,2316780,34.25196420638113,-634.0100337885233,-644.1076856566855
