Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal
21795.009765625,21795.009765625,21248.181563620074,21357.54720402106,16612650,56.650277117426725,34.9081090767213,-28.001225686479053
21529.400390625,21857.49720354454,21529.400390625,21841.873545786468,17957700,62.393103235943315,106.92456996309193,-1.016066556564857
21654.392578125,21873.123816287876,21513.779639306005,21873.123816287876,12858750,63.79303651881408,164.62210853271972,32.11156846129206
21701.263671875,21795.005631580723,21310.67217310115,21482.532432561646,10153500,62.71183778869865,176.79241032241043,61.047736833515735
21873.125,21873.125,21466.90982142857,21482.53348214286,9957200,68.83721383991272,184.3129024567388,85.70076995816035
21529.400390625,21716.88428372188,21466.905759592708,21654.389652689588,10831500,62.98333736905801,201.8139181331535,108.92339959315899
21248.1796875,21795.007841222425,21201.308702895218,21373.16897977941,13702250,65.51728069706937,190.79210843798865,125.29714136212493
21326.296875,21513.78080357143,21248.178571428572,21248.178571428572,16110000,62.9834568599635,170.01177358401037,134.24006780650203
21373.16796875,21513.780915912826,21185.68403919956,21326.29698636239,10521000,63.783776290978324,158.0250967719512,138.99707359959186
21341.919921875,21560.651165583822,21232.55430002059,21560.651165583822,5654400,61.71425366256766,165.52789024145386,144.30323692796426
21232.556640625,21576.277204343725,21232.556640625,21482.535232420436,9328900,58.62073783014385,163.2883190579014,148.1002533539517
21216.931640625,21388.79191164626,21029.447708601805,21232.555301626933,6770400,56.98326510631547,139.7314147447214,146.42648563210565
21435.662109375,21466.909430234147,20873.210333910352,21029.446938206085,8005050,54.54543499442897,103.48039331769178,137.83726716922288
21795.009765625,21857.504417282707,21201.310574876792,21248.181563620074,8693500,52.777843302631716,91.34824814927924,128.53946336523416
21529.400390625,21873.120861302614,21513.77673286693,21873.120861302614,6519350,58.128007373787256,130.65470803874268,128.96251229993587
21170.056640625,21466.90614333487,21154.432982587638,21466.90614333487,9973800,43.93938286621166,127.55683206822869,128.68137625359444
20998.203125,21216.934407552082,20795.095505487352,20935.70847284226,10748200,36.95651206564855,81.30133920795197,119.20536884446595
21263.8046875,21263.8046875,21013.826087206096,21248.18102498163,6522900,46.66669783790922,69.06135506691135,109.17656608895504
21466.91015625,21466.91015625,21263.8025637964,21373.168190502183,6226500,48.497849229600696,68.65508605130526,101.07227008142509
21513.78515625,21513.78515625,21310.67752587146,21466.914164624184,5745000,47.36852863968721,75.03270129893644,95.86435632492737
21357.548828125,21716.893102482623,21341.925164022494,21529.40913325256,15301800,52.336508054853155,84.15968850548234,93.52342276103838
21357.548828125,21701.26943838012,21310.67783581748,21638.774781970096,10863250,55.86863325365054,99.07570244243107,94.63387869731692
21545.021484375,21638.763419767496,21451.279548982504,21560.645140273748,8374250,53.521024249985636,103.40040630395015,96.38718421864357
21482.537109375,21560.655426136364,21373.17146590909,21545.031762784092,8179150,49.748811497432655,104.36484324694538,97.98271602430394
21201.3125,21498.162122328667,21201.3125,21482.53845799558,13009400,50.000052135103864,98.94589239867491,98.17535129917815
22232.46875,22232.46875,21357.543767568517,21482.533050773014,21805600,54.3955954007147,93.5722557744557,97.25473219423367
22154.35546875,22451.205083634522,21966.871501454516,22419.95775575194,13748800,69.43238038938065,163.07610946292334,110.41900764797161
22451.203125,22498.074112734863,22029.36423538622,22044.98789796451,11603100,60.66945299431971,185.76015307668058,125.48723673371342
22216.84375,22544.94059862869,22138.725452707455,22482.445960794656,9615600,58.5903362224447,236.31256658300845,147.65230270357242
22529.31640625,22638.682019872573,21966.864679048194,22091.853951759706,11733500,58.84956948248123,242.0678007565948,166.5354023141769
22185.599609375,22498.07284330986,22185.599609375,22498.07284330986,7814600,72.93566373001322,276.22320576546554,188.47296300443463
22201.224609375,22544.94518742303,22185.600946736453,22404.33222367611,10419850,68.13718658554669,292.3574114766707,209.24985269888185
23029.283203125,23107.40153149381,22154.357925394335,22169.9815910681,21108650,62.08537054859365,282.97182518507907,223.9942471961213
22607.4375,23013.65268659295,22607.4375,22810.545093296478,19153200,67.47962372978427,323.4927782661798,243.89395341013304
22763.677734375,23107.398331599605,22732.43040735458,22826.172388415835,9413100,67.07816630374194,352.80005817381607,265.67517436286965
22966.787109375,23232.389409279338,22732.432138871172,22779.303132971938,8974550,65.27197475371258,368.00223079340503,286.14058564897675
23388.619140625,23435.490120866732,22810.54371764362,22966.780318449397,13661150,68.29283545685229,390.6744522765439,307.0473589744902
23482.361328125,23529.23230881986,23216.75910418746,23372.99570650366,12464350,71.58669464936128,436.3901045964194,332.91590809887606
22966.787109375,23591.733697385203,22966.787109375,23591.733697385203,13225800,74.02135247056967,484.68328896753883,363.26938427260865
22873.041015625,23123.0196059597,22810.546368041327,23044.901296480108,12704950,65.82280359045723,473.3744152377549,385.2903904656379
22919.91015625,23029.275780717453,22779.297210506134,22841.791853058963,8122900,55.01853356924761,442.9171435783974,396.81574108818984
23060.52734375,23091.77467077405,22732.430409997458,22732.430409997458,9113150,58.73019560622834,405.28313022694783,398.50921891594146
23201.138671875,23248.00965909091,22998.03106060606,23232.385996685603,9369050,59.37506691358697,411.0616779041884,401.0197107135909
22201.224609375,22748.052801724138,22201.224609375,22654.31082589286,21005950,56.71648872332996,364.7903078683703,393.77383014454676
22201.224609375,22623.063500615764,22107.48263354372,22107.48263354372,16065800,45.487369399167385,280.75903328974164,371.17087077358576
22310.58984375,22404.331817883405,22060.611246060926,22263.7188566833,8955500,48.398568457810285,224.18631991545408,341.77396060195946
22513.6953125,22685.555582061068,22341.83504293893,22638.684599453503,9842650,55.17234635594673,207.21993626865878,314.86315573529936
22232.46875,22451.19999560787,22185.59776879831,22451.19999560787,7266050,45.59385919473482,176.6096680190276,287.212458192045
22404.333984375,22498.07596757322,22232.473681844927,22404.333984375,6903400,44.86691529237691,146.87601914368497,259.145170382373
22404.333984375,22498.07596757322,22185.602690245814,22404.333984375,6270150,45.38459221325121,121.90662450752279,231.69746120740297
22966.787109375,23279.260403380104,22419.958844866072,22544.948162468114,10582600,44.74716699150459,112.17154463183033,207.79227789228844
22841.787109375,23201.131229426726,22841.787109375,23091.765627671855,9526050,46.616483421832754,146.88680355309043,195.61118302444885
23107.392578125,23201.134535845587,22810.543045343136,22966.779641544115,7773400,42.307561805307344,162.44105249199856,188.9771569179588
23169.888671875,23263.630635483398,22966.781084056813,22966.781084056813,9107550,48.88885473034884,172.7763648526452,185.7369985048961
23279.255859375,23341.75050597735,23091.771919567953,23123.019242869126,9960100,54.05410190227844,191.36831324726518,186.86326145336992
23107.392578125,23294.876493566175,22935.53232230392,23107.392578125,10293300,55.55549643390056,202.50724755694318,189.99205867408457
23029.283203125,23201.14352553638,22888.670212061144,23201.14352553638,9429750,49.47376506463025,216.40526599697841,195.27470013866335
22591.81640625,22966.784313407676,22294.966813083505,22810.54768542531,13551050,52.80899345408137,193.66922748960496,194.9536056088517
23076.150390625,23076.150390625,22607.44049778901,22841.795444207008,10762350,66.20691169312637,176.1417338896099,191.19123126500332
22654.314453125,23091.777077047413,22607.443457704743,23076.15341190733,10172300,67.33339582841508,179.09727639687844,188.77244029137836
22341.837890625,22623.063822115386,22232.47225060096,22591.816496394233,12394900,49.044648260525456,140.73531471466777,179.16501517603626
22560.568359375,22576.192021673734,22185.600464205334,22201.22412650407,11852650,45.294185146087294,77.91745979047846,158.9155040989247
22826.171875,23013.655832905544,22435.58029603012,22560.56960130048,12655550,52.63154840918761,56.478979308958515,138.42819914093147
22669.93359375,22966.78317216575,22498.073311509306,22966.78317216575,9245150,58.333260206829394,71.44331530489217,125.03122237372362
22029.36328125,22732.42806682181,21873.12666223404,22638.686095412235,19089900,51.31572808827833,56.18035515835072,111.26104893064905
21795.009765625,22044.988372255826,21482.53650733647,22029.3647093414,16517150,35.34502813923365,-5.0248706847123685,88.00386500757678
21341.919921875,21873.12437088214,21232.55430002059,21716.88776823298,15697300,33.6066962816146,-77.84735494436973,54.83362101718748
21638.775390625,21779.388371502708,21310.67843524368,21357.549428869585,10895650,30.71177692115124,-162.68002518312642,11.330891777124705
22029.36328125,22154.352576462767,21545.02976230053,21638.771733710106,18352850,32.727343523898625,-204.856776406461,-31.90664185959244
21873.125,22232.46919642857,21826.254017857143,21982.490625,8283700,37.83788745330767,-208.14751864200298,-67.15481721607455
21279.427734375,21732.513934299284,21185.685761976874,21716.89027223293,13270500,34.527634470861784,-229.5411765271383,-99.63208907828731
21404.41796875,21482.53628250456,21154.4393647354,21279.4286667427,10257400,34.193532995830196,-278.5839576269427,-135.4224627880184
20904.462890625,21404.42014959361,20904.462890625,21341.925492222534,9488100,34.61539306732989,-308.8475412693988,-170.1074784842945
20873.2109375,21248.178798652694,20873.2109375,21248.178798652694,9640450,30.693000834609165,-336.5170647923442,-203.38939574590444
20795.091796875,21138.812322443184,20685.726175103307,21013.82304041839,10633200,32.404127753251075,-373.0555603484754,-237.32262866641864
20826.341796875,21076.320393086553,20716.976161032446,21076.320393086553,9877250,36.46615963264776,-392.445697561674,-268.34724244546976
20935.703125,20982.57410214552,20748.21921641791,20951.32678404851,8488500,29.48200800060377,-413.13608501594354,-297.3050109595645
20716.978515625,21185.688436792985,20638.860195430334,21170.064772754053,8922350,25.94152299059003,-407.18921471994327,-319.2818517116403
20623.232421875,20857.587335759945,20451.372151692707,20857.587335759945,9626850,26.050492517100594,-422.81662795514785,-339.98880696034183
20904.462890625,21170.065184452076,20420.12929599916,20638.860596797927,8680900,29.10807635288313,-447.6901915414601,-361.5290838765655
21341.919921875,21404.414562934664,20951.328415252105,21076.317697371433,10291450,40.72398748683393,-427.1792810115803,-374.6591233035685
21123.19140625,21435.664651904586,20998.202107988163,21420.040989621855,7210600,50.909043272893165,-378.8218174709109,-375.491662137037
21091.943359375,21138.814344618055,20857.588433159723,21138.814344618055,8195800,42.72730074360898,-359.05189244680514,-372.2037081989906
21279.427734375,21388.793368839484,20873.21252064978,21341.92238264042,10034150,40.28443838353228,-323.26852487973156,-362.41667153513885
20529.4921875,21341.922624143834,20513.86852525685,21248.18065068493,17265450,42.500048019735445,-299.0271240657421,-349.7387620412595
20451.37109375,20638.85501515947,20326.381812810352,20576.360374689648,15048150,39.534900623525026,-330.2193577060789,-345.8348811742234
20420.123046875,20638.85428073594,20263.886451260045,20623.230621174447,17380750,39.25230230383303,-347.1555967906752,-346.0990242975138
20170.14453125,20326.381127154338,20123.2735524787,20310.757467563904,10921950,36.842135959516185,-381.39517417585375,-353.1582542731818
20357.630859375,20357.630859375,20123.275937739832,20310.759875047966,8757550,39.43669495283388,-403.8744780922825,-363.301499037002
19888.91796875,20560.73530783582,19763.92869636194,20357.627740205226,11769400,39.15091334604686,-413.1451631072232,-373.2702318510462
20888.837890625,20951.33254400009,20388.88066362425,20545.117297061985,19411950,43.98158678783379,-400.74388143967735,-378.7649617687725
20951.32421875,21170.055418647466,20623.227418903803,20701.34570458147,9828150,42.92438193487604,-373.99823074201777,-377.8116155634215
20529.4921875,21045.07304152397,20513.86852525685,21013.82571703767,10118950,52.358517774324106,-323.8543925266349,-367.02017095606425
20029.529296875,20466.991715215485,19810.79808770476,20310.755137236738,13735250,45.67891039627728,-336.96266362375536,-361.0086694896025
19717.060546875,20217.017708126983,19717.060546875,20029.53377265749,12501700,35.62237803149077,-365.8262593657273,-361.97218746482747
19638.943359375,19904.54561642303,19576.448710657816,19732.685332450776,15314050,26.52177912864674,-407.9514448852933,-371.16803894892064
19951.416015625,20107.65263281862,19748.3084132733,19967.03967734436,11741500,33.480199961203624,-417.6115548035814,-380.45674211985283
19842.0546875,19904.549347933073,19607.699710875986,19607.699710875986,8067800,26.582332837455127,-449.086207423039,-394.1826351804901
19607.697265625,19904.54686566235,19451.460634026393,19842.052213022907,12767600,31.70732370812921,-449.9332575100598,-405.33275964640404
19592.064453125,19779.548323489835,19373.333271032698,19529.569829670058,9452300,34.97752383468665,-470.39682582279784,-418.3455728816828
19763.931640625,19982.662899888834,19545.200381361166,19670.189672369073,8247600,36.68130223554044,-469.8513511422825,-428.6467285338028
19779.556640625,19967.040589825236,19685.814666024882,19779.556640625,7094750,42.12971600190466,-455.34512307140903,-433.98640744132405
20013.912109375,20248.26705210773,19935.793795130758,20170.148737863485,6370900,48.13281010826597,-407.6323825174077,-428.7156024565408
20638.857421875,20748.223055450417,20170.147563694645,20451.373478602858,10159000,51.17191805952139,-343.1713400013905,-411.60674996551074
20342.005859375,20482.6188031034,20170.14559481807,20310.758538546466,10198000,47.03553227246887,-299.9740359263742,-389.28020715768344
19826.4296875,20357.634265415683,19826.4296875,20154.526632683217,10695800,43.08314284026736,-275.17443079770237,-366.45905188568724
19967.0390625,20154.522997359156,19560.823870305165,19560.823870305165,10347500,32.84135558435254,-299.9695539116874,-353.1611522908873
